url,title,price,short_description,full_description
http://www.amazon.com/OxyLED-Waterproof-Color-Changing-16-4ft/dp/B00QRM4K7E,"OxyLED Waterproof Color Changing RGB LED Strip Light Kit,300 LEDs, 16.4ft",$26.99," Maintenance free, easy installation.
 Every third LED is cutable without damaging the remaining strip. Included is adhesive backing tape for secure and easy application to most smooth surfaces.
 Flexible ribbon for curving around bends. Ultra-bright and running at low temperature.
 Package content: 1 x 16.4 ft LED Strip Light, 1 x 44 key IR Remote Controller, 1 x 12V 5A Power Supply (US Plug)","OxyLED® - Natural Life, Natural Lights

Specification:
 -Led Strip 
 -Color: RGB 
 -LED Type: 5050 PLCC-6 SMT SMD LED (IP65 Waterproof) 
 -LED Quantity: 300 leds/5 Meter or 60 leds/Meter 
 -Size: L500cm (5M) x W1.4cm x T0.3cm 
 -Package: 1 X 5 Meters / Roll 
 -View angle:120° 


44Key Remote Controller:
 -Type:44Key Remote Controller 
 -Connection mode: Common Anode(+) 
 -Input/Output: 12V 
 -Max load current: 2A each color 
 -Output: three CMOS drain-open output 
 -Working Temperature: -20°C-60°C 
 -Mode & Pattern: 
 -Color:20 Colors 


Specifications: 
 -Low power consumption,Super-bright but running with low temperature 
 -All the light spread and completely smooth,luminous very even 
 -LED Type:High Quality 5050 SMD LED, high intensity and reliability, Long lifespan >50,000 hours 


Package Content: 
 -1x 5 meter (500CM) 5050 RGB 300leds Flash SMD LED. 
 -1x IR Control Box 
 -1x 44 key remote control 
 -1x Power Supply 


Seller Warranty:
 -30-Day Money Back Guarantee 
 -12 Month Replacement Warranty 
 -Lifetime Support Guarantee"
http://www.amazon.com/Minger-Waterproof-Controller-Christmas-Decoration/dp/B015SUWHZC,"Minger Waterproof LED Strip Light 16.4ft 300leds RGB SMD 5050 with 44-keys IR Remote Controller & 6A 12V Power Supply for Home Lighting, Kitchen, Christmas, Indoor & Outdoor Decoration",$23.99," High Quality & Brightness: Led strip lighting has 300 waterproof RGB 5050 SMD Leds in 16.4ft with dimmer and brightness controls. It also connects with 12V 6A power supply, is more stable and brighter than 5A. The strip is not waterproof, can be used indoor.
 Easy Installation & Use: Led strip light kit can be cut between every 3 leds. 3M self-adhesive tape can be fit on any dry and flat surface. Lifespan is over 50000 hrs. Save effort and cost.
 Good & Full Material: Using double layer copper on PCB board to keep the mixed colors more even. Led IR remote controller has over charging, short circuit protection and memory function. Power Supply makes sure the safety for adults and kids.
 Color Changing: Led strip light kit will change colors and speed automatically and periodically. It has not only RGB(Red,Green,Blue),16 multicolored options, but also has DIY selection to create your own color.
 Package Content: 1 x Minger 16.4ft 300leds strip light; 1 x 44 key remote controller; 1 x IR control box; 1 x 6A 12V power supply; 1 x user manual; Zero-Risk Purchase, 90 Days 100% Satisfaction Guarantee and Our Friendly Service - 24 hours email customer service response.","Minger Strip Light, Light Your Wonderful Life


Application:
It can stay outdoors on a rainy day(protecting your adapter with a plastic cover), so it is widely used for home decoration, patio, garden, kitchen, hotels, clubs, shopping mall, bars, shops, restaurants, casino; 
Architectural decorative lighting, boutique atmosphere lighting;  
Extensively applied in Back Lighting, concealed lighting, channel letter lighting;  
Emergency &lamp, security lighting, advertisement sign lighting;  
Decorative lights for holiday, event, show exhibition, weddings, birthday party, school party, dancing party, Christmas, Thanksgiving Day, Saint Valentine Day, Halloween;  
Applicable for automobile and bicycle decoration, TV, studio, vehicle, border or contour lighting; 


Features:  
1. Low power consumption, super-bright but running with low temperature; 
2. All the light spread and completely smooth, luminous very even; 
3. Every 3-LEDS cuttable without damaging the rest strips, according to your requirement; 
4. Self-adhesive back with Adhesive tape for secure and easy application; 
5. LED type: High quality 5050 SMD LED, high intensity and reliability. Long lifespan >50,000 hours; 
6. 6A 12V Power Supply: High brightness, brighter than 5A and 2A power supply. More safety and low temperature. 


Zero-Risk Purchase,100% Satisfaction Guarantee 90 days 100% Money-Back Guarantee.we'll refund you immediately if you are not satisfied with our products.


About Minger Light
Minger is a professional provider of LED light products.We are not the best, but the right, which means starting with affordable, high-quality gear and ending with a commitment to 100% user satisfaction. After all, we're customers too."
http://www.amazon.com/XKTTSUEERCRR-Waterproof-300LED-Flexible-Light/dp/B00EKEODA0,XKTTSUEERCRR Waterproof Red LED 3528 SMD 300LED 5M Flexible Light Strip 12V 2A 24W 60LED/M,$6.99," LED Type: High Quality 3528 SMD LED, high intensity and reliability, Long lifespan >50,000 hours
 Every 3-LEDS cuttable without damaging the rest strips, according to your requirement
 Self-adhesive back with Adhesive tape for secure and easy application
 Low power consumption,Super-bright but running with low temperature
 All the light spread and completely smooth,luminous very even","Description:  Superbright 3528 SMD Red LED, high intensity and reliability Waterproof flexible LED strip (IP65 Waterproof Level) 60 SMD Red LEDs per meter, total 300 LEDs for 5 meters Self-adhesive back with double side adhesive tape Maintenance free, easy installation Every 3-LED cutable without damaging the rest strip Flexible ribbon for curving around bends Ultra-bright but running at low temperature Input volts: DC 12V (12V 2A for 5meters 3528 300LED light strip) Viewing Angle : 120° Long life span 50,000+ hours  Package included:  5 meter/1 roll led strip"
http://www.amazon.com/Rxment-Waterproof-Controller-Decorative-Including/dp/B010XVTQGE,"Rxment LED Light Strip 10m (2x5m) 32.8 Ft 5050 SMD RGB 300 LED IP65 Waterproof Rating Flexible Color Changing String with 44 Keys IR Remote Controller +Control Box for Home Decorative , (NOT Including Power Supply)",$29.99," 10M 300LEDs (2x5M 150LEDs) IP65 Waterproof rating led strips
 RICH COLOR - Not only RGB(Red,Green,Blue),16 multi-colored options, but also has DIY selection to create your own color
 EXPENSIVE MATERIALS - We go above and beyond when it comes to material selection. We insist on using double layer copper. Although this will cause higher costs while most LED strips in the market only use single layer copper
 EASY INSTALLATION & LONGEVITY - This led strips can be cut between every 3 leds, self-adhesive tape backing can be fit many dry flat surface. Reduce re-lamp frequency. Lifespan is over 50000 hrs. Save effort and maintenance costs on changing","Important: This light strip kit is not including the power supply 


Application:

 Widely used for home decoration, hotels, clubs, shopping mall 
 Architectural decorative lighting, boutique atmosphere lighting 
 Extensively applied in Back Lighting, concealed lighting, channel letter lighting 
 Emergency &Lamp; security lighting, advertisement sign lighting 
 Decorative lights for holiday, event, show exhibition 
 Applicable for automobile and bicycle decoration, border or contour lighting 


Description:

 LED Type: 5050 SMD LED RGB, IP65 Waterproof rating 
 Length: 32.8FT (10 Meter) 
 LED Quantity: 300LEDs / 32.8FT 
 Beam angle: 120 degrees 
 Input voltage: 12V DC 
 Output power: 60W /10 Meter 
 Working Tempreture:-20¡æ to 50¡æ 
 Size: L 32.8ft x W 0.40inch x T 0.10inch 
 Can be cut 3 LEDs per Unit 
 Suitable Power Supply: 12V/5A or more 


HOW TO USE DIY:
 1. Press a DIY button, for example DIY1. 
 2. Hold one of the down colored arrows for about 8 seconds until you notice a change. Then try holding down another arrow. The DIYs start out as white because white is made up of RGB. The arrows essentially add or subtract color. 
 3. After you have the desired color, press the same DIY button again to save it. To cancel the change, press another DIY button instead. 


Package Contents:

 2 x 5m 150LEDs IP65 Waterproof rating LED Strip 
 1 x Remote Controller 
 1 x IR Control Box 
 1 x Controller Operation Instructions"
http://www.amazon.com/Esco-Lite-Solderless-Connector-Adapter-Non-waterproof/dp/B00GPCYU7Q,Esco-Lite 20PCS 4Pin RGB 5050 LED Light Strip Solderless Connector Adapter For 5050SMD Non-waterproof RGB led strip,$6.99," RGB Strip to Strip Connector 4 Conductors (without wire)
 Size:10MM 4Pin For 5050 SMD RGB led strip Non-Waterproof
 No soldering needed when use to re-connect LED strip
 This product is used only to conductive connection,if you want to fixed please to solder!","Package include: 20 X 4Pin RGB 5050 LED Light Strip Solderless Connector 


Attention:

 1.For non-waterproof LED strip light, just slide in the ribbon and make sure positive and negative poles match. 
 2.This product is used only to conductive connection,if you want to fixed please to solder!"
http://www.amazon.com/Channel-DMX512-Decorder-Controller-12V-24V/dp/B00WG3HIPE,3 Channel DMX512 Decorder LED Controller DC 12V-24V for RGB 5050 3528 LED Strip Light,$20.00," Input 12V, working current 24A / 3 channels
 Decoder is designed to convert the universal standard DMX512/1990 signal into analog signal to control our RGB Flex Strips
 User addressable DMX interface-with easy dip-switch settings and testing modes
 High power output, 3 output channels, 8A per channel
 DMX pass through and in/out connector for daisy chain configurations","Each DMX common controller occupied 3 DMX address, adopt coding switch is setting DMX original address code from 1 to 9, 1 is the lowest, and 9 is the highest , 511 address code could be setted in all. This DMX common controller adopts the advanced 
 micro control unit, receives standard DMX-512 digital control signal and transformed it into PWM signal to driving LED 
 With over 30 preprogrammed color changing patterns, including gradual changing, screening and jumping, our DMX controller offers a variety of display options.. As a powerful color managing controller, it will enable you to choose the desired pattern and appropriate speed to manage your RGB LED lighting fixtures.With 0 to 100 dimming grades, you can also control the color and brightness according to your requirements easily, and mix up to 1 million different colors.The LCD monitor on the controller offers an easy and visible managing method; the mounting bracket will enable the operator to easily fix the controller onto any place. 
 >>>Specifications: 
 -Working temperature: -20 to +60 centigrade 
 -Output: 3 CMOS drain-open output 
 -Connecting mode: common anode 
 -Input Voltage: 12~24V DC 
 -Output Current:<8A(each circuit) 
 -Net weight: 340g 
 >>>Application: This controller gives any uses full lighting manipulation to meet almost all applications need by allowing users to control all colors, hue, and brightness of the RGB strip light."
http://www.amazon.com/Portable-Wireless-Sensing-Cabinet-Operated/dp/B0158C3FGU,Lofter Portable 20-LED Wireless Motion Sensing Closet Under Cabinet LED Night Light/Stairs Light/Step Light/Night Light/Light Lamp Bar up to 15 feet(Battery Operated),$17.99," ►Automatic sensing:The light will light up when you get within 15 feet and will go out 15 seconds after you walk out of its sensing range
 ►Battery operated:Powered by 6pcs AAA batteries(not included);Simple to install, no hard-wiring
 ►Suitable for the doorway,balcony, corridor,stair,attic,inner room,the basement, garage, the cellar, wardrobe, hotel ambry, wardrobe, kitchen cupboards,bookcase,in-room safe, tents, car back box etc
 ►This light bar won't light up during day time when it is bright enough,you'd better not to put 2 pcs too close,and do not use it in the high tracffic place or kitchen counter where  can effect motion sensor;If item has problem or you do not like it,  please contact us for replacement directly or refund without asking any reason, no need to return.","Lofter® Wonderful Product . Wonderful Service. Wonderful Life

 Motion Sensor LED light is ideal for the bedroom,closets,cabinet corridor, 
 workshop,garage,stairwell, baby room, oil depots,roof ,door,entrance etc. 

 Using PIR technology(Passive Infrared) to senser human motion up to 15 feet 
 by accepting the body's radiant heat, wireless motion sensor light turns on or off 
 based on occupancy and ambient light level. 


Specification:

 PIR sensor + Light Sensor 
 Sensor detection angle: 140° 
 Detecting distance: 15 feet 
 Color:White 
 Operating current: 150mA 
 Battery: 1.5V * 6 pcs AAA 
 Power: 1.4W 
 Lum:45 Lm 
 Operation temperature:-10-15 
 Size: 12.9 *0.6*0.7 inch 
 Net Weight: 90g 


Installation Tips:

 1.With light sensor it only works at night or in the darkness 
 2.Please do not install in a place with strong wind and heat to avoid any false triggering 
 3.Not waterproof 


Warm Reminder: Do not suggest to put 2pcs light together.Motion sensitivity relates to the light source and distance, if led bar in the totally dark room, it can detect your motion in 4 or 5m, if there are other light sources around it, it may detect motion in 1m,2m or more closer,even when you wave hand, it can light, that depends on the  environment brightness and motion distance."
http://www.amazon.com/Connector-Non-waterproof-Splitter-Flexible-Included/dp/B011BD2B5Q,"10x L Shape 4 Pins 10mm Connector Non-waterproof Quick Splitter for 3528/5050 SMD RGB LED Flexible Strip Lights,right Angle Corner Connector, Strip to Strip,12v,48w (22pcs Clips Included)",$11.99," Suitable for 5050 SMD Double Density RGB multi color led strip 10mm wide.
 Solderless corner connectors for LED tape DIY project;Compatible with both waterproof and non-waterproof light strips
 90 degree right angle, L shape connector, strip to strip connecting.Ideal for rectangles, squares,corner sections,etc
 Installation quick and safe,JACKYLED New idea product satisfy all your requirements.
 Package includes 10 pcs L shape PCB boards and 22 pcs white clips","Installation tips:
 1.If you have a waterproof LED strip, should peel off silicon on the surface around soldering line area and gently slide in the strip light into the connector body and you'll feel the connector grab the ribbon. 

 2.If you have a non-waterproof LED strip, just slide in the ribbon and make sure positive and negative poles match. 


Safety Notice
 To avoid electric shock and burn, turn off the power before cutting and reattaching light strips. 

Package Includes
 10 pack 10mm L shape RGB light strip connectors +22Pcs clips 


Why Us
 1.Our brand JACKYLED products are best-selling. 
Check out our FEEDBACK ~ PURCHASE with CONFIDENCE!!
 We have supply the best services and good products at cheap price 
 3.Long lifespan. Environmentally-friendly. 
 4.Soft light. Eye protection. 
 5.No UV or IR radiation."
http://www.amazon.com/Kuled-Wireless-Sensing-Anywhere-Magnetic/dp/B010Y1U1JO,"Kuled 10-led Wireless Motion Sensing Stick-on Anywhere Step LED Light Bar with Magnetic Strip, Pure White,  3-Pack",$24.99," 3 pack Auto motion sensing LED light: 10 pcs bright white LED with super bright, long operating life, energy saving, and environmental friendly light.
 Battery Powered PIR IR Sensing
 Battery require 4*AAA (not include)
 Comes with a full 12 month warranty, 30 days money back guarantee","Product Description 10 LED Auto Motion Sensor Light / Wireles/Battery Powered/PIR IR Sensing 3-Pack   Specifications:   ●Sensitive Angle: 120 degrees ●Delay time:15s ●Induction distance: 3-5m ●Induction angle: Less or equal 100° ●Brightness: 80lm ●Light Work Voltage: DC3-6V ●Power supply: 4 X AAA batteries (not included) ●Static Features: Less or equal 50UV ●Load Power: 600MW   ●Dimension(mm):190(L)*31(W)*15(H)  ●LED Qty: 10 LED ●LED life: 80,000 hours or more Material: Aluminum + ABS Light ●color: Pure White   Features:  1. High quality,using super white LED light.Using advanced infrared technology,high sensitivity. 2. High bright, low power consumption, long operating life, energy saving. 3. Ideal for the bedroom, baby room, closet, closets, cabinet, corridor, workshop, basement, garage, stairwell, oil depots, roof, door, drawer, trunk, garage entrances and other places. 4. Auto switching on when detecting people coming at night or a dark place. 5. Environment protective material, flexibility and good brightness. 6. Long operating life of over 80,000 hours or more. 7. Do not need screws, can be directly pasted, tight suction magnet. 8. The use of human infrared induction principle, without sound and switch control, powerful guarantee for quiet living spaces. Package: Contents: 3 x 10 LED IR Sensor Closet light,3 x User Manual.  Guarantee: 1-Year Warranty guaranteed! Note: The Light won't light up during day time when it is bright enough. - Don't put 2 lights too close. The one light may cause the other not light up if they are too close."
http://www.amazon.com/Lumcrissy-Flexible-Lights-Waterproof-300LED/dp/B011294UEY,Lumcrissy 12V Flexible LED Strip Lights Waterproof 3528 SMD 5M 300LED 300 Units LEDs Light Strip (Purple),$9.49," The strarry LED lights string is 16.4ft(5 meters), contains300LEDs. The wire light string is low power, with bright light output.
 With these LED Novelty lighting you can Lighting up your Party such as Weddings, Birthday Party, School Party, Dancing Party etc
 Easy and flexible installation. Ideal for home and business lighting decoration.
 12V DC Super bright Waterproof Green 3528 SMD LED strip
 Completely smooth and even light spread, solving the uneven luminous problem, give great decoration effect","FEATURES:
 Super bright 3528 SMD LED 
 high intensity and reliability 
 LED Type: 3528 SMD LED RGB (IP65 Waterproof) 
 Waterproof flexible LED strip 
 Flexible ribbon for curving around bends 
 Continuous length, packed with 5 meter 
 Long life span 50,000+ hours 
 Flexible ribbon for curving around bends 
 Completely smooth and even light spread 
 Ultra-bright but running at low temperature 
 Certification: CE & RoHS 
 Low power consumption 
 Can be cut 3 LEDs per Unit 


SPECIFICATIONS:
 LED Type: 3528 SMD LED 
 Color: Red,Blue,Green,Warm White,Cold White,Purple 
 Package: 5 Meters / Reel 
 View angle: 120° 
 Working Temp: -20-50degree 
 Waterproof Rating: 
IP65


Application:
 Widely used for home decoration use, hotels, clubs, shopping malls 
 Architectural decorative lighting, boutique atmosphere lighting 
 Extensively applied in Back-lighting, concealed lighting, channel letter lighting 
 Emergency &Lamp; security lighting, advertisement sign lighting Decorative lights for holiday, event, show exhibition 
 Applicable for automobile and bicycle decoration, border or contour lighting"
http://www.amazon.com/Tingkam%C2%AE-Waterproof-Remote-Controller-Supply/dp/B00UL2KKBQ,"Tingkam® Waterproof RGB 5M LED Strip Light Full Kit 16.4 ft 150 LEDS 5050 SMD, 44key Remote Controller & Power Supply",$17.99," Please note that our package only provides a US power supply, We could perfected quality control
 LED mode:5050RGB ,Color:Red Green Blue More Than 20 colors In put :DC 12V
 It's Easy to cut and handle with Lighting accessory. It can be cut every 3 LEDs along on cutting marks without damaging rest strips.
 Easy to Installation. Plug and play without wiring and light is perfect for spice up your decoration and add welcome feelings to your party, restaurant ，shops and houses.
 LED strip lighting's back with 3M self-adhesive, Solidly glued on the wall, not easy to fall down","This RGB LED Tape Plug & Play Kit which contains everything you need to complete your light installation. 
 Super bright LED's light up along a strip which, when mixed together produce a whole rainbow of colours. 
 With a low wattage power consumption(5watts ), this low profile versatile LED Tape is suitable for a variety 
 of applications including commercial at bars and restaurants, domestic use in kitchens and bathrooms or 
 even motor homes and cars. 
 - Versatile LED light tape - Includes marked graduations at 10cm cut points to aid cutting - 5m RGB (red, 
 green and blue) tape with 60 LED's per metre - Supplied with (12Vdc) power supply 


Includes:
 1x 5 metre LED RGB Strip 
 1 x 12V DC power supply 
 1 x remote control"
http://www.amazon.com/FAVOLCANO-Flexible-Multi-colors-Waterproof-Controller/dp/B013FNDS48,"FAVOLCANO® 12V Flexible RGB LED Strip Lights, LED Tape, Multi-colors, 150 Units 5050 LEDs, Waterproof, Light Strips, 16.4ft/5m, 24Key IR Remote Controller",$14.29," LED Type: High Quality 5050 SMD LED, high intensity and reliability, Long lifespan >50,000 hours
 Every 3-LEDS cuttable without damaging the rest strips, according to your requirement
 Self-adhesive back with Adhesive tape for secure and easy application
 Low power consumption,Super-bright but running with low temperature
 16 colors, 5 light pattern: Static/Flash/Strobe/Fade-change/RGB Smooth-change","FAVOLCANO® 5M 5050 RGB Waterproof SMD Flexible LED Light Strip 150 LED 12V + 24key Remote Controller Specifications: - Color: RGB - LED Type: 5050 SMD LED - LED Quantity: 150 leds/5 Meter or 30 leds/Meter - Package: 5 Meters / Reel - View angle:120° C - Working Voltage: 12VDC - Working Temperature: -20° C+60° C - Protection Degree: IP65 Waterproof - Drive Mode:Contant Voltage 24Key Remote Controller - Connection mode: Common Anode(+) - Input/Output: 12V - Max load current: 2A each color - Working Temperature: -20°C - 60°C - Mode & Pattern: --6 colors, 5 light pattern: Static/Flash/Strobe/Fade-change/RGB Smooth-change --16-classes Static Mode Dim Control --16-Speeds Control in Flash / Strobe / Fade-change / RGB Smooth-change How to use? It is easy to bend and shape for unique design. Self-adhesive back with double side adhesive tape. Flexible Car Light Strip can be used both external and internal. You can use it in many applications, such as home party, indoor decorate, in the trunk, decorate the car, etc. Package include: 1 x FAVOLCANO® 5050 RGB 5M 150 led strip light 1 x FAVOLCANO® Control Box 1 x FAVOLCANO® Remote Control"
http://www.amazon.com/SUPERNIGHT-5050SMD-Waterproof-Flexible-Version/dp/B00U5Y24QO,SUPERNIGHT DC12V 5M 16.4Ft Cool White 5050SMD 300LED Waterproof Flexible LED Light Strip lamp White Tape Version,$10.99," 60 SMD Cool White LEDs per meter, total 300 LEDs for 5 meters
 Every 3-LED cutable without damaging the rest strip
 Self-adhesive back with double side adhesive tape
 SUPERNIGHT DC12V 5M 16.4Ft Cool White 5050SMD 300LED Waterproof Flexible LED Light Strip","Features: - Superbright 5050 SMD Cool White LED, high intensity and reliability - Waterproof flexible LED strip(IP65 Waterproof Level)  - 60 SMD Cool White LEDs per meter, total 300 LEDs for 5 meters - Self-adhesive back with double side adhesive tape - Maintenance free, easy installation - Every 3-LED cutable without damaging the rest strip  - Flexible ribbon for curving around bends - Ultra-bright but running at low temperature  - Input volts: DC 12V (12V 5A for 5meters 5050 300LED light strip) - Viewing Angle: 120¡ã  - Long life span 50,000+ hours Specifications: - Input Voltage: 12VDC  - Input Current: 0-6A  - Output Voltage: 12VDc  - Output Current: 2A max each color  - Connect Mode: Common Anode  - Remote powered by 1x 3V CR2025 lithium battery  - Working temperature: -20~60C  - Work with 12VDC output power supply, DC plug dimension: 5.5*2.1mm Package includes: - 1 x SUPERNIGHT 5M 5050SMD Cool White 300LED Waterproof Flexible LED Light Strip lamp White Tape Version"
http://www.amazon.com/NEWSTYLE-Waterproof-150LEDs-20-key-Controller/dp/B00MNJHTK0,NEWSTYLE Waterproof 150LEDs 5M Color RGB LED Strip Light Kit with 20-key Music Sound Sense IR Controller and 12V Power Supply,$20.39," With these LED Novelty lighting you can Lighting up your Party such as Weddings, Birthday Party, School Party, Dancing Party etc
 With these Indoor lighting and Outdoor lighting you can decorate your patio, garden, your home and kitchen ,TV, Studio, vehicle etc
 Get your RGB led strip changing colors via the beat of music, When it is in sound-control mode, the colors will change with the music rhythm
 Stage lighting has 4 Sound control modes, general music, tenderness music, active music, DJ music
 Led Light Can be cut to every 3 leds, self-adhesive tape backing can be fit many dry flat surface. Just connect the 3 pcs one by one ( led roll controller and the adapter) then plug it , and it works.","NEWSTYLE is a US registered trademark protected by the US Trademark Law. Sold Exclusively by NEWSTYLE Direct.
NEWSTYLE 20 KEYS IR MUSIC REMOTE CONTROLLER. Improved music control functions. Add up to 4 modes of pre-programmed sound-control. Light will JUMP/FADE to follow different music rhythm: general/tenderness/active/DJ music. This sound sensor IR LED controller for RGB rope light can select different colors and pre-programmed patterns; JUMP and FADE. It can adjust the brightness and speed of colors, and the color of the light will JUMP/FADE according to the beat of music.  You can light up RGB LED rope lights! When it is in sound-control mode, the colors will change with the rhythm of music. Install this party controller and power up your weekend!
Description: LED Type: 5050 SMD LED RGB (IP65 Waterproof)  Length: 16.4FT (5M) LED Quantity: 150LEDs / 16.4FT Beam angle: 120 degrees Input voltage: 12V DC Working Temperature: -20C to 50C Size: L 16.4ft x W 0.40inch x T 0.10inch Can be cut 3 LEDs per Unit
 Application: Widely used for home decoration, hotels, clubs, shopping mails Architectural decorative lighting, boutique atmosphere lighting Extensively applied in Back Lighting, concealed lighting, channel letter lighting Emergency & security lighting, advertisement sign lighting Decorative lights for holiday, event, show exhibition Applicable for automobile and bicycle decoration, border or contour lighting
 Package Contents: 1 x NEWSTYLE 16.4FT 5 Meter 5050 RGB 150 LEDs Strip 1x Infrared Music LED Controller 1x 20 Key Wireless Remote 1x Power Adapter"
http://www.amazon.com/Sylvania-72344-Mosaic-Flexible-Light/dp/B008COVFUA,Sylvania 72344 Mosaic Flexible Light Kit,$34.00," Decorate with light, conforms to the contour and shape of nearly any object
 Set to any one of 15 different colors, plus white, or one of pre-set color changing patterns using the remote control
 Flexible, cuttable, adhesive backing allows mounting to any clean surface
 Extendable up to 10 strips (20-Feet)","Sylvania 72344 LED MOSAIC Flexible Light.  Fun, flexible and versatile, the MOSAIC Flexible Light is limited only by what you can imagine.  Its adhesive back and flexible body allows it to attach to any clean and dry surface--  no matter how odd its shape.  And with its connectors, the MOSAIC Flexible Light is able to make sharp turns around corners.   Kits come with four 2-Feet flexible LED light strips, connectors and a remote control.   Set to any one of 15 colors, plus white, or one of the preset color changing patterns using the remote control.  Strips can be cut at 6-Inch intervals.   Color changing modes include flash, strobe, fade or smooth transitioning of light, allowing the user to create a unique ambiance in any room."
http://www.amazon.com/LEDENET%C2%AE-6500K-7000K-Bright-30LEDs-Aquarium/dp/B00MR1VOA0,"LEDENET 20"" 6500K-7000K White Super Bright 30LEDs 5050 - Aquarium LED Strip - Waterproof Aluminum Lighting 12V DC",$16.98," Sleek, flat panel design that easily retrofits
 IP65 water resistant.  12V DC,  not include Adapter (ASIN: B00Q31UG1S).
 Dimmable and controllable. You can use the item (ASIN: B00PXKJT8G, B00MR1VOA0) to dim it
 Super Bright SMD 5050 LED Chips, Aluminum Bar, Easy to connect to DC jack","It's never been faster or easier to add light, accent and shimmer to your tank - without all that other stuff like heat and noisy fans. 
 Put beautiful, shimmering light right where you want it with a simple, super-efficient, connectable LED fixture designed to easily retrofit into your existing set up. 
 Available in multiple brilliant color spectrums, LEDENET provide the ultimate lighting solution from nano-aquariums and pico tanks. 
 Pick your favorite, or mix and match colors with a connectable design that allows you to run multiple strips using one 12V DC power supply (sold separately). Double your light output by snapping on a polished reflector or use our extension cable and splitter to keep things tidy. 
 Each LED strip is 6 watt, 12V DC and measures 20 Inch long * 0.7 Inch wide * 0.4 Inch high. 
 Excellent for saltwater and freshwater fish, planted and marine reef aquariums. 
 Compatible with inline LED dimmer, Simple OneTouch LED Controller, Single and Dual Ramp Timers and the Ramp Timer Pro. 

 Package included: 
 1pc * 20'' Aquarium led strip"
http://www.amazon.com/LEDMO-16-4Ft-Bright-Non-waterproof-Flexible/dp/B015SGWY4U,"LEDMO 12V 5050 LED Strip, Warm White 3000K, 16.4Ft, Super Bright 300 Units SMD 5050 LEDs, Non-waterproof, 5050 Flexible LED Strip Lights, LED Light Strip",$11.99," Super bright SMD5050 LED, 300 LEDs, Warm white 3000 -3500K, 12lm/LED
 DC12V,16.4 Ft (5 Meter) Roll. With Self-adhesive back tape for safe and easy application
 Non-waterproof IP20, prefect for home and indoor business lighting decoration
 Need to feed by a 12V/5A (60W) power adapter(ASIN: B01461MOGQ). Dimmable with LED Single Color Dimmer(ASIN: B014EZ4M0K ). Best to feed each strip light individually
 Long life span more than 50,000 hours. 1 Year warranty","Specifications
 * LED Type: Super bright SMD5050 LED, 3 times brightness than SMD3528 LEDs 
 * Quantity of LED: 300 LEDs 
 * Input Voltage: 12VDC 
 * Light Output (lumen): 12lm/LED 
 * Light Color: Warm white 3000 -3500K 
 * Length: 16.4ft (5m) 
 * IP Rating: Non-waterproof IP20, for indoor use 
 * With Self-adhesive back tape for safe and easy application 

Package included 
 1x 16.4' 5050 300LEDs Non-waterproof Warm White LED Strip 

Power adapter and Remote controller are not included, need to order separately 

For a 12V/5A (60W) power adapter, please search ASIN "" B01461MOGQ "" on Amazon 
For a Remote controller for dimmable feature, Please search ASIN '' B014EZ4M0K "" on Amazon"
http://www.amazon.com/BATMAN--Custom-handmade-plaque-Plastersmiths/dp/B01B1RN4MQ,*BATMAN- Custom handmade LED wall plaque by Plastersmiths,Not Found,,
